SeriesName,CountryName,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Contraceptive prevalence, any methods (% of women ages 15-49)",Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Least developed countries: UN classification,..,..,27.57130916,..,..,..,..,..,..,..,..,..,..,..,36.16389484,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Lebanon,..,..,62.7,..,58,..,58,..,..,..,..,53.7,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Lesotho,..,..,30.4,40.6,38,..,37.3,..,..,..,..,47,..,50.7,..,..,60.2,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Liberia,..,..,10,..,..,..,..,..,..,11.4,..,..,..,..,..,20.2,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Libya,..,..,..,..,..,..,..,..,..,41.9,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Lithuania,..,..,..,..,..,..,..,..,62.9,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Low & middle income,..,..,58.58088175,..,..,..,..,..,..,..,..,..,..,..,62.07580715,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Low income,..,..,22.97027366,..,..,..,..,..,..,..,..,..,..,..,30.73140103,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Lower middle income,..,..,46.07747235,..,..,..,..,..,..,..,..,..,..,..,52.13762772,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)","Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)","Macedonia, FYR",..,..,..,..,..,..,..,13.5,..,..,..,..,..,40.2,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Madagascar,..,25,18.8,..,..,..,27.1,..,..,..,..,39.9,..,..,..,39.8,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Malawi,..,..,30.6,..,..,..,32.5,..,41,..,..,..,46.1,..,..,..,58.6,..,59.2
"Contraceptive prevalence, any methods (% of women ages 15-49)",Malaysia,..,..,..,..,..,..,49,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Maldives,..,42,..,..,..,..,39,..,..,..,..,34.7,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mali,..,..,..,8.1,..,..,..,..,8.2,..,..,..,9.8,..,..,10.3,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Malta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Marshall Islands,..,..,..,34,..,..,..,..,..,44.6,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mauritania,..,..,..,8,..,..,..,..,..,9.3,..,..,..,11.4,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mauritius,..,..,..,..,75.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mexico,..,..,70,..,..,74.5,73,73.7,70.9,..,..,72.5,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)","Micronesia, Fed. Sts.",45,..,..,..,..,..,23,..,..,..,..,55,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Middle East & North Africa,..,..,57.65568979,..,..,..,..,..,..,..,..,..,..,..,61.20799619,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Middle East & North Africa (excluding high income),..,..,60.9256412,..,..,..,..,..,..,..,..,..,..,..,61.55611318,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Middle East & North Africa (IDA & IBRD countries),..,..,61.03086537,..,..,..,..,..,..,..,..,..,..,..,61.6031767,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Middle income,..,..,61.56140948,..,..,..,..,..,..,..,..,..,..,..,65.34937586,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Moldova,..,..,62.4,..,..,..,..,67.8,..,..,..,..,..,..,59.5,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mongolia,59.9,..,67.4,..,..,69,..,66,..,..,55.2,..,54.9,..,..,..,54.6,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Montenegro,..,..,52.7,..,..,..,..,39.4,39.4,..,..,..,..,..,..,23.3,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Morocco,..,..,..,..,..,..,63,..,..,..,..,..,..,67.4,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Mozambique,..,..,..,..,..,25.5,..,..,..,..,16.2,..,..,11.6,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Myanmar,..,..,..,37,..,34.3,..,..,..,41,..,..,46,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Namibia,..,..,43.7,..,..,..,..,..,..,55.1,..,..,..,..,..,56.1,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Nauru,..,..,..,..,..,..,..,..,..,35.6,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Nepal,..,..,37.3,39.3,..,..,38.3,..,48,..,..,..,..,49.7,..,..,49.6,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Netherlands,71,..,..,..,..,67,..,..,..,..,69,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Nicaragua,60.3,..,..,68.6,..,..,..,..,..,72.4,..,..,..,..,80.4,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Niger,8.2,..,14,..,..,..,..,..,11.2,..,..,..,18,..,13.9,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Nigeria,..,15.3,..,..,..,12.6,..,..,..,14.7,14.6,..,..,14.1,13.5,15.1,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",North America,..,..,72.92085033,..,..,..,..,..,..,..,..,..,..,..,76.4,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Norway,86.5,..,..,..,..,..,..,88.4,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",OECD members,..,..,70.62207929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Oman,..,..,31.7,..,..,..,..,..,..,..,24.4,..,..,..,..,..,29.7,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Other small states,..,..,33.47755747,..,..,..,..,..,..,..,..,..,..,..,38.42368158,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Pacific island small states,..,..,32.08439344,..,..,..,..,..,..,..,..,..,..,..,41.72523037,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Pakistan,..,17,..,27.6,..,32.1,..,..,26,29.6,27,..,..,..,29,35.4,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Palau,..,..,17.2,..,..,32.8,..,..,..,21,..,..,22.26,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Panama,..,..,..,..,..,..,..,..,..,..,..,52.2,..,..,..,62.8,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Papua New Guinea,..,..,..,..,..,..,..,..,..,32.4,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Paraguay,61.8,..,..,..,..,..,72.8,..,..,..,79.4,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Peru,..,..,68.9,..,..,..,70.5,..,71.3,..,72.4,73.2,74.4,75.4,75.5,74,74.6,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Philippines,47.8,49.3,47,49.5,48.8,48.9,49.3,49.3,50.6,..,50.7,..,..,48.9,..,55.1,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Portugal,..,..,..,..,..,..,..,..,86.8,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Post-demographic dividend,..,..,71.52913158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Pre-demographic dividend,..,..,19.55985773,..,..,..,..,..,..,..,..,..,..,..,24.87525975,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Puerto Rico,..,..,..,..,84.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Qatar,43.2,..,..,..,..,..,..,..,..,..,..,..,..,..,37.5,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Romania,..,63.8,..,..,..,..,70.3,69.8,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Russian Federation,..,..,..,..,..,..,83.8,..,..,79.5,..,..,..,68,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Rwanda,..,..,13.2,..,..,..,..,17.4,..,..,36.4,..,51.6,..,..,..,..,53.2,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Samoa,24.5,..,..,..,..,..,..,..,..,..,..,28.7,..,..,..,..,26.9,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sao Tome and Principe,..,..,29.3,..,..,..,..,..,30.7,..,..,38.4,..,..,..,..,40.6,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Saudi Arabia,..,20.8,..,..,..,..,..,..,..,23.8,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Senegal,..,10.5,..,..,..,..,..,11.8,..,..,..,..,..,13.1,..,17.8,22.2,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Serbia,..,..,58.7,..,..,..,..,..,41.2,..,..,..,60.8,..,..,..,58.4,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sierra Leone,..,..,4.3,..,..,..,..,5.3,..,..,8.2,..,11,..,..,16.6,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Small states,..,..,38.81683432,..,..,..,..,..,..,..,..,..,..,..,43.08704711,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Solomon Islands,..,..,..,6.8,..,..,..,..,..,34.6,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Somalia,..,7.9,..,..,..,..,..,..,14.6,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",South Africa,56.3,..,..,..,..,59.9,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",South Asia,..,..,45.48866855,..,..,..,..,..,..,..,..,..,..,..,52.93382435,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",South Asia (IDA & IBRD),..,..,45.48866855,..,..,..,..,..,..,..,..,..,..,..,52.93382435,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",South Sudan,..,..,..,..,..,..,..,..,3.5,..,..,..,4,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Spain,..,71.7,..,..,..,..,..,..,65.7,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sri Lanka,..,..,70,..,..,..,..,..,..,68.4,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",St. Kitts and Nevis,..,..,..,..,..,..,..,..,54,..,54,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",St. Lucia,47,..,..,..,..,..,..,..,..,..,..,..,..,..,55.5,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",St. Vincent and the Grenadines,58,..,..,..,..,..,..,48,48,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sub-Saharan Africa,..,..,22.03788472,..,..,..,..,..,..,..,..,..,..,..,26.46653549,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sub-Saharan Africa (excluding high income),..,..,22.03788472,..,..,..,..,..,..,..,..,..,..,..,26.46653549,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sub-Saharan Africa (IDA & IBRD countries),..,..,22.03788472,..,..,..,..,..,..,..,..,..,..,..,26.46653549,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sudan,..,7,..,..,..,..,..,..,9.5,..,..,..,9,..,..,..,12.2,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Suriname,..,..,42.1,..,..,..,..,..,45.6,..,..,..,47.6,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Swaziland,..,..,27.7,..,40.1,..,..,..,..,50.6,..,..,65.2,..,..,..,66.1,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Syrian Arab Republic,..,..,45.29999924,46.6,..,..,..,..,58.3,..,..,53.9,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Tajikistan,..,..,33.9,..,..,25.3,24.6,37.9,28.5,37.1,..,..,..,..,27.9,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Tanzania,..,25.4,..,..,..,..,28.2,26.4,..,..,..,..,34.4,..,..,..,..,..,38.4
"Contraceptive prevalence, any methods (% of women ages 15-49)",Thailand,..,..,79.2,77.8,..,..,..,71.5,81.1,..,..,79.6,..,..,79.3,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Timor-Leste,..,..,..,8,..,10,..,..,..,19.8,..,..,22.3,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Togo,23.5,..,25.7,..,..,..,..,..,16.8,..,..,..,15.2,..,..,..,19.9,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Tonga,..,32.8,33,..,23,..,..,..,23.9,..,..,..,31.5,..,34.1,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Trinidad and Tobago,..,..,38.2,..,..,..,..,..,42.5,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Tunisia,..,..,65.5,62.6,..,..,..,..,60.2,..,..,..,..,..,62.5,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Turkey,63.9,..,..,..,..,71,..,..,..,..,73,73,..,..,..,73.5,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Turkmenistan,..,..,61.8,..,..,..,..,..,48,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Tuvalu,..,..,..,..,31.6,..,..,..,..,30.5,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Uganda,..,..,..,22.8,..,..,..,19.7,23.7,..,..,..,..,30,..,..,27.2,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Ukraine,..,67.5,71.6,..,..,..,..,65.6,..,66.7,..,..,..,..,65.4,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",United Kingdom,74,82,76,80,83,84,84,82,82,84,82,84,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",United States,..,..,..,..,72.8,..,..,..,..,..,77.1,..,76.4,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Upper middle income,..,..,78.328458,..,..,..,..,..,..,..,..,..,..,..,81.5846442,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Uruguay,..,..,..,..,..,..,77,78,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Uzbekistan,..,..,67.2,..,67.7,..,..,..,64.9,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Vanuatu,..,28,..,..,..,..,..,..,..,38.4,..,..,..,..,..,49,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)","Venezuela, RB",70.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Vietnam,71.9,..,74.2,73.9,78.5,75.3,75.7,76.8,75.7,79,79.4,..,78,77.8,76.3,77.3,75.7,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Virgin Islands (U.S.),..,..,..,..,78.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",West Bank and Gaza,..,..,51.4,..,..,..,50.6,..,..,50.2,..,..,52.5,..,..,..,57.2,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",World,..,..,60.17847079,..,..,..,..,..,..,..,..,..,..,..,63.30034686,..,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)","Yemen, Rep.",..,..,..,..,..,23.1,..,..,27.7,..,..,..,..,..,..,33.5,..,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Zambia,..,22,..,..,34.2,..,..,..,..,40.8,..,..,..,..,..,..,49,..,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",Zimbabwe,..,53.5,..,..,..,..,..,..,60.2,..,..,64.9,..,58.5,..,..,66.9,66.8,..
Births attended by skilled health staff (% of total),Afghanistan,..,..,12.4,..,..,14.3,..,..,18.9,..,24,..,34.3,38.6,39.9,..,45.2,50.5,..
Births attended by skilled health staff (% of total),Albania,99.1,99,99.1,99,98,98.8,99.3,99.8,99,..,..,99.3,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Algeria,..,..,92.6,..,95.9,..,..,..,95.2,..,..,..,..,..,96.6,96.6,..,..,..
Births attended by skilled health staff (% of total),American Samoa,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Angola,..,..,..,44.7,..,..,..,..,..,47.3,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Antigua and Barbuda,100,..,99.9,100,99,99,100,99.9,99.9,100,100,100,100,..,100,100,100,..,..
Births attended by skilled health staff (% of total),Arab World,..,..,70.17385835,..,..,..,..,..,..,..,..,..,..,..,..,85.23249244,..,..,..
Births attended by skilled health staff (% of total),Argentina,97.5,97.5,99.1,98.4,98.9,98.7,99.1,99.1,99.4,99.4,94.8,97.9,95,97.1,98.2,97,99.6,..,..
Births attended by skilled health staff (% of total),Armenia,97.4,98.8,96.8,98.4,98.8,99.2,99.5,97.8,99.7,99.9,99.9,100,99.5,100,100,100,100,..,99.8
Births attended by skilled health staff (% of total),Aruba,..,..,..,..,96,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Australia,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.4,99.3,99.2,99.1,99.1,99.1,99.1,..,99.3,..,..,..
Births attended by skilled health staff (% of total),Austria,98.3,98.3,98.3,98.3,98.4,98.4,98.4,98.6,98.6,98.5,98.6,98.6,98.5,98.6,98.5,98.5,98.5,..,..
Births attended by skilled health staff (% of total),Azerbaijan,91.5,92.4,80.7,88,94,95.8,95.9,94.4,95.8,93,98,99.8,99.4,97.2,99.8,99.9,99.9,..,..
Births attended by skilled health staff (% of total),"Bahamas, The",99,99,99,..,99,99,98,..,99,99,99,..,99,99,..,98,..,..,..
Births attended by skilled health staff (% of total),Bahrain,..,..,97.7,97.5,97.6,97.8,99.4,100,97.5,97.4,97.5,99.4,99.3,99.6,99.8,99.8,99.8,..,..
Births attended by skilled health staff (% of total),Bangladesh,..,..,12.1,12,..,13.9,13.2,..,20.1,18,..,24.4,26.5,31.7,..,36.5,42.1,..,..
Births attended by skilled health staff (% of total),Barbados,..,91,98,..,100,100,100,100,100,100,100,..,..,100,98.9,98.6,..,..,..
Births attended by skilled health staff (% of total),Belarus,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,100,99.8,99.8,..,..
Births attended by skilled health staff (% of total),Belgium,..,99.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Belize,79,83.8,100,..,97,..,87.8,89.3,95.8,94.6,94.9,93.5,94,96.2,..,94.2,..,..,..
Births attended by skilled health staff (% of total),Benin,..,..,..,65.5,..,..,..,75,74,..,..,..,..,..,80.9,..,77.2,..,..
Births attended by skilled health staff (% of total),Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Bhutan,..,..,23.7,..,..,56.1,..,52.3,57.1,71.4,66.3,66,64.5,70,86.1,..,..,..,..
Births attended by skilled health staff (% of total),Bolivia,59.3,..,67.3,..,65.1,60.8,..,..,..,..,71.1,..,..,84,84.8,..,..,..,..
Births attended by skilled health staff (% of total),Bosnia and Herzegovina,99.45,99.65,98.9,99.9,99.9,99.9,99.9,99.9,99.4,99.9,99.9,99.9,99.9,99.9,99.9,..,99.9,..,..
Births attended by skilled health staff (% of total),Botswana,..,..,98.5,92,96.5,96.1,97.3,94,99.3,94.6,98.3,99.5,99.1,99.8,99.8,99.9,..,..,..
Births attended by skilled health staff (% of total),Brazil,98.6,98.6,98.6,98.3,98.5,98.4,98.6,98.6,97,98.6,98.8,98.9,98.9,99,99,99.1,..,..,..
Births attended by skilled health staff (% of total),British Virgin Islands,..,100,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Brunei Darussalam,99.3,99.4,99.5,99.7,99.6,99.6,99.6,99.7,99.7,99.9,99.7,99.9,99.8,99.7,99.8,99.7,99.9,100,..
Births attended by skilled health staff (% of total),Bulgaria,99.88003,99,99.8,98.9,99.2,99.2,99.4,99.4,99.4,99.6,99.6,99.6,99.5,..,..,99.7,99.7,..,..
Births attended by skilled health staff (% of total),Burkina Faso,..,31,..,..,..,37.8,..,..,53.5,..,..,..,65.9,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Burundi,..,..,25.2,..,..,..,..,31.8,..,..,..,..,60.3,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Cabo Verde,88.5,..,..,..,..,..,..,77.5,76.4,74.4,74.6,75.6,98.5,98.7,..,92.3,..,..,..
Births attended by skilled health staff (% of total),Cambodia,34,..,31.8,..,..,..,16.3,43.8,..,..,..,..,71,71.7,74,..,89,..,..
Births attended by skilled health staff (% of total),Cameroon,55,..,56,..,..,..,58.9,..,58.9,..,..,..,..,56.1,..,..,64.7,..,..
Births attended by skilled health staff (% of total),Canada,99.3,99.2,99.3,99.3,99.3,98.9,99,98.8,98.8,98.8,98.7,98.6,98.5,99.9,..,..,..,..,..
Births attended by skilled health staff (% of total),Caribbean small states,..,..,92.58552959,..,..,..,..,..,..,..,..,..,..,..,..,96.29489341,..,..,..
Births attended by skilled health staff (% of total),Cayman Islands,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Central African Republic,..,..,31.7,..,..,..,..,..,41.4,..,43.7,43.7,40,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Central Europe and the Baltics,..,..,99.47570032,..,..,..,..,..,..,..,..,..,..,..,..,99.39950325,..,..,..
Births attended by skilled health staff (% of total),Chad,..,..,13.7,..,..,..,14.4,..,..,..,..,..,16.6,..,..,..,..,20.2,..
Births attended by skilled health staff (% of total),Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),Chile,99.6,99.4,99,99.8,99.8,97.7,99.8,99.8,99.8,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.8,..,..
Births attended by skilled health staff (% of total),China,..,96.8,96.6,97.3,96.7,95.9,97.3,97.5,97.8,98.4,99.1,99.3,99.6,99.7,99.8,99.9,99.9,..,..
Births attended by skilled health staff (% of total),Colombia,91.3,92.1,86.1,93.1,94.5,95,95.6,90.7,97.1,97.8,98.1,98.6,94.8,99.2,98.7,98.7,98.9,95.9,..
Births attended by skilled health staff (% of total),Comoros,..,..,61.8,..,..,..,..,..,..,..,..,..,..,..,82.2,..,..,..,..
Births attended by skilled health staff (% of total),"Congo, Dem. Rep.",..,..,..,60.7,..,..,..,..,..,64.4,..,..,74.1,..,..,..,80.1,..,..
Births attended by skilled health staff (% of total),"Congo, Rep.",..,..,..,..,..,..,..,83.4,..,..,..,..,..,..,92.5,..,..,94.4,..
